# STATION: QBHA3,,,,,,,,,,,,
# STATION NAME: BLACK HILLS,,,,,,,,,,,,
# LATITUDE: 33.082030,,,,,,,,,,,,
# LONGITUDE: -109.951190,,,,,,,,,,,,
# ELEVATION [ft]: 3352,,,,,,,,,,,,
# STATE: AZ,,,,,,,,,,,,
Station_ID,Date_Time,snow_interval_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,fuel_temp_set_1,fuel_moisture_set_1,dew_point_temperature_set_1d
,,Inches,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,gm,Fahrenheit
QBHA3,03/29/2004 10:30 MST,,71.01,7,14,140,25.99,801,2.46,79,,4.07
""
QBHA3,03/29/2004 12:30 MST,,75.99,6,14.99,130,27,914,2.46,84.99,,4.48
QBHA3,03/29/2004 13:30 MST,,78.01,5,14.99,140,27,875,2.46,88,,2.11
QBHA3,03/29/2004 14:30 MST,,82,6,13,150,25.99,773,2.46,88,,8.89
QBHA3,03/29/2004 15:30 MST,,82.99,5,8.99,150,21,609,2.46,87.01,,5.69
QBHA3,03/29/2004 16:30 MST,,82.99,5,8.99,150,18.99,416,2.46,84,,5.69
QBHA3,03/29/2004 17:30 MST,,81,6,10,160,22.01,192,2.46,80.01,,8.15
QBHA3,03/29/2004 18:30 MST,,75,7,5.99,140,21,9,2.46,72,,7.04
QBHA3,03/29/2004 19:30 MST,,70,9,4.99,130,14,0,2.46,62.01,,8.71
QBHA3,03/29/2004 20:30 MST,,69.01,8,4.99,140,7,0,2.46,61,,5.41
QBHA3,03/29/2004 21:30 MST,,70,8,4.99,120,10,0,2.46,64.99,,6.16
QBHA3,03/29/2004 22:30 MST,,68,8,5.99,120,8.99,0,2.46,64.99,,4.65
QBHA3,03/29/2004 23:30 MST,,66.99,9,5.99,140,10,0,2.46,60.01,,6.41
QBHA3,03/30/2004 00:30 MST,,63,10,5.99,130,8.01,0,2.46,60.01,,5.6
QBHA3,03/30/2004 01:30 MST,,64,9,11.01,130,14.99,0,2.46,61,,4.12
""
QBHA3,03/30/2004 03:30 MST,,66,14,18.01,120,24,0,2.46,64,,15.41
QBHA3,03/30/2004 04:30 MST,,64.99,15,14,120,31,0,2.46,64,,16.16
QBHA3,03/30/2004 05:30 MST,,64.99,16,5.99,120,27,0,2.46,62.01,,17.64
QBHA3,03/30/2004 06:30 MST,,62.01,17,7,150,12.01,17,2.46,60.01,,16.59
QBHA3,03/30/2004 07:30 MST,,63,16,10,130,17,229,2.46,64.99,,16.01
QBHA3,03/30/2004 08:30 MST,,69.01,16,8.99,140,18.99,378,2.46,71.01,,20.92
QBHA3,03/30/2004 09:30 MST,,73,17,13,150,20,630,2.46,78.01,,25.61
QBHA3,03/30/2004 10:30 MST,,73.99,18,17,130,24,775,2.46,82.99,,27.8
QBHA3,03/30/2004 11:30 MST,,75.99,17,18.99,130,28.99,865,2.46,84,,28.07
QBHA3,03/30/2004 12:30 MST,,78.01,16,18.01,130,30,889,2.46,88,,28.26
QBHA3,03/30/2004 13:30 MST,,81,14,13,130,30,853,2.46,89.01,,27.46
QBHA3,03/30/2004 14:30 MST,,82.99,13,13,110,24.99,755,2.46,89.01,,27.28
QBHA3,03/30/2004 15:30 MST,,82.99,12,11.01,170,24,599,2.46,89.01,,25.37
QBHA3,03/30/2004 16:30 MST,,84,11,8.99,180,21,408,2.46,87.01,,24.11
QBHA3,03/30/2004 17:30 MST,,82.99,9,2.01,80,14,188,2.46,80.01,,18.66
QBHA3,03/30/2004 18:30 MST,,75,12,3,140,11.01,9,2.46,71.01,,19.05
QBHA3,03/30/2004 19:30 MST,,70,15,4,140,8.01,0,2.46,64.99,,20.22
QBHA3,03/30/2004 20:30 MST,,71.01,13,4,110,8.99,0,2.46,66.99,,17.73
QBHA3,03/30/2004 21:30 MST,,73,14,4.99,130,10,0,2.46,69.01,,21.03
QBHA3,03/30/2004 22:30 MST,,70,15,10,130,12.01,0,2.46,66,,20.22
QBHA3,03/30/2004 23:30 MST,,72,14,8.99,120,14.99,0,2.46,69.01,,20.23
QBHA3,03/31/2004 00:30 MST,,68,16,8.99,130,17,0,2.46,64,,20.09
QBHA3,03/31/2004 01:30 MST,,68,15,10,120,18.99,0,2.46,66.99,,18.6
QBHA3,03/31/2004 02:30 MST,,68,17,5.99,120,14.99,0,2.46,64,,21.51
QBHA3,03/31/2004 03:30 MST,,64.99,17,5.99,130,11.01,0,2.46,64,,19.04
QBHA3,03/31/2004 04:30 MST,,60.01,25,0,330,10,0,2.46,54,,23.92
QBHA3,03/31/2004 05:30 MST,,55.99,28,0,30,4,0,2.46,51.01,,23.16
QBHA3,03/31/2004 06:30 MST,,54,30,0,110,4.99,17,2.46,48,,23.07
QBHA3,03/31/2004 07:30 MST,,61,24,0,100,5.99,232,2.46,63,,23.8
QBHA3,03/31/2004 08:30 MST,,66,18,4,160,7,140,2.46,68,,21.2
QBHA3,03/31/2004 09:30 MST,,73.99,16,5.99,140,11.01,626,2.46,81,,24.98
QBHA3,03/31/2004 10:30 MST,,77,17,8.01,150,13,767,2.46,87.01,,28.9
QBHA3,03/31/2004 11:30 MST,,81,18,8.01,170,14.99,850,2.46,93,,33.6
QBHA3,03/31/2004 12:30 MST,,82.99,16,4,160,13,887,2.46,98.01,,32.32
QBHA3,03/31/2004 13:30 MST,,87.01,15,2.01,50,13,743,2.46,98.01,,34
QBHA3,03/31/2004 14:30 MST,,86,15,2.01,110,12.01,763,2.46,98.01,,33.18
QBHA3,03/31/2004 15:30 MST,,88,14,5.99,200,14,645,2.46,93.99,,33.09
QBHA3,03/31/2004 16:30 MST,,86,14,1.01,120,12.01,467,2.46,91,,31.48
QBHA3,03/31/2004 17:30 MST,,81,16,8.01,190,14,61,2.46,81,,30.7
QBHA3,03/31/2004 18:30 MST,,69.01,31,7,40,28.01,3,2.46,69.01,,37.02
QBHA3,03/31/2004 19:30 MST,,68,34,4,250,22.01,0,2.46,66.99,,38.48
QBHA3,03/31/2004 20:30 MST,,71.01,30,4.99,,18.99,0,2.46,70,,37.94
QBHA3,03/31/2004 21:30 MST,,68,33,8.99,320,15.99,0,2.46,66.99,,37.72
QBHA3,03/31/2004 22:30 MST,,69.01,29,7,20,14,0,2.46,68,,35.33
QBHA3,03/31/2004 23:30 MST,,68,33,1.01,180,14,0,2.46,64.99,,37.72
